node_id	label	community	degree	strength
Aortic Aneurysm	Aortic Aneurysm	1	2	1.6041244720862446
Methemoglobinemia	Methemoglobinemia	1	2	1.5807092511188143
Pneumothorax	Pneumothorax	1	2	1.5295107330275746
Pulmonary Blastoma	Pulmonary Blastoma	1	2	1.5288970135131172
Coronary Aneurysm	Coronary Aneurysm	1	2	1.52100195818757
Aneurysm	Aneurysm	1	2	1.4346710869595998
Heart Septal Defects, Ventricular	Heart Septal Defects, Ventricular	1	1	0.8900632658159862
Respiratory System Abnormalities	Respiratory System Abnormalities	1	1	0.7328400010463489
Tietze's Syndrome	Tietze's Syndrome	1	1	0.7146742291753154
Hemorrhage	Hemorrhage	1	1	0.6844339637220191
Asphyxia	Asphyxia	1	1	0.678800639068895
Cocaine-Related Disorders	Cocaine-Related Disorders	1	1	0.6324149892048525
Histiocytoma	Histiocytoma	1	1	0.6299648007007088
Hypoplastic Left Heart Syndrome	Hypoplastic Left Heart Syndrome	1	1	0.592450455712733
Chilblains	Chilblains	1	1	0.5043541613812789
Lithiasis	Lithiasis	1	1	0.217526595913443
Rhabdomyosarcoma, Embryonal	Rhabdomyosarcoma, Embryonal	1	1	0.1147737062796561
Immunologic Deficiency Syndromes	Immunologic Deficiency Syndromes	2	14	11.238029670200094
Malaria	Malaria	2	14	10.902103019617577
Neutropenia	Neutropenia	2	12	10.466417159742209
Multiple Myeloma	Multiple Myeloma	2	11	8.20882886400034
Lymphopenia	Lymphopenia	2	9	7.295215178198094
Lymphoma	Lymphoma	2	8	5.998268232636217
Job's Syndrome	Job's Syndrome	2	7	5.866353188157348
Hypergammaglobulinemia	Hypergammaglobulinemia	2	7	5.849400395700968
Leukemia	Leukemia	2	7	5.411271774817286
Bacterial Infections	Bacterial Infections	2	6	5.003504628129285
Lymphoproliferative Disorders	Lymphoproliferative Disorders	2	6	4.99067830854162
Hereditary Autoinflammatory Diseases	Hereditary Autoinflammatory Diseases	2	6	4.954107256517356
Blood Protein Disorders	Blood Protein Disorders	2	6	4.356552067089166
Sepsis	Sepsis	2	6	4.313470479094651
Leukemia, Myeloid, Acute	Leukemia, Myeloid, Acute	2	5	4.022780326494149
Infection	Infection	2	5	3.9999138693884007
Leukemia, Myeloid	Leukemia, Myeloid	2	5	3.9567312676995168
Lymphoma, Non-Hodgkin	Lymphoma, Non-Hodgkin	2	5	3.7344900429070043
Agranulocytosis	Agranulocytosis	2	4	3.414493032695058
Bacteremia	Bacteremia	2	4	3.3778224972923656
Leukocytosis	Leukocytosis	2	4	3.3342985238233025
Leukemia, Lymphoid	Leukemia, Lymphoid	2	4	3.0789709477121363
Dysgammaglobulinemia	Dysgammaglobulinemia	2	4	3.078137527683959
Drug Hypersensitivity	Drug Hypersensitivity	2	4	3.0300382718614016
Xanthomatosis	Xanthomatosis	2	4	2.8398790195332437
Liddle Syndrome	Liddle Syndrome	2	3	2.624649963889553
Hematologic Neoplasms	Hematologic Neoplasms	2	3	2.422733199614575
Pancytopenia	Pancytopenia	2	3	2.3711247225548107
Lymphoma, T-Cell	Lymphoma, T-Cell	2	3	2.280507888630266
Familial Mediterranean Fever	Familial Mediterranean Fever	2	3	2.2741168623686847
Malaria, Falciparum	Malaria, Falciparum	2	2	1.6756050938686786
Candidiasis, Chronic Mucocutaneous	Candidiasis, Chronic Mucocutaneous	2	2	1.6509433363686092
Protein S Deficiency	Protein S Deficiency	2	2	1.5943601546200208
Mucocutaneous Lymph Node Syndrome	Mucocutaneous Lymph Node Syndrome	2	2	1.5747782892057227
Lymphoma, Large B-Cell, Diffuse	Lymphoma, Large B-Cell, Diffuse	2	2	1.5601756318185154
Lymphohistiocytosis, Hemophagocytic	Lymphohistiocytosis, Hemophagocytic	2	2	1.5203893186272412
Hodgkin Disease	Hodgkin Disease	2	2	1.4824480502174051
Protein C Deficiency	Protein C Deficiency	2	2	1.4308465630687426
Skin Diseases, Vascular	Skin Diseases, Vascular	2	2	1.3544485523873582
Sjogren's Syndrome	Sjogren's Syndrome	2	2	1.338108962739344
Vasculitis	Vasculitis	2	2	1.328237412937598
Meningococcal Infections	Meningococcal Infections	2	2	1.1576037941374409
Communicable Diseases	Communicable Diseases	2	1	0.9483357370081608
Mevalonate Kinase Deficiency	Mevalonate Kinase Deficiency	2	1	0.90082898416583
Lymphoma, B-Cell	Lymphoma, B-Cell	2	1	0.8105073108994186
Dengue	Dengue	2	1	0.7804117427618533
Exanthema	Exanthema	2	1	0.780161614796563
Shock, Septic	Shock, Septic	2	1	0.7760973617755607
Lymphatic Diseases	Lymphatic Diseases	2	1	0.7636619219702224
Severe Acute Respiratory Syndrome	Severe Acute Respiratory Syndrome	2	1	0.7593016241864399
Measles	Measles	2	1	0.7470174343343151
Anaphylaxis	Anaphylaxis	2	1	0.7266554576360528
Pneumococcal Infections	Pneumococcal Infections	2	1	0.7058426059569228
Coagulation Protein Disorders	Coagulation Protein Disorders	2	1	0.7045178746597243
Mycobacterium Infections	Mycobacterium Infections	2	1	0.6813076692424617
Gaucher Disease	Gaucher Disease	2	1	0.6404515528410683
Leishmaniasis	Leishmaniasis	2	1	0.634116721152805
Arrhythmias, Cardiac	Arrhythmias, Cardiac	3	20	16.776294803015315
Atrial Fibrillation	Atrial Fibrillation	3	20	14.633970219780977
Death, Sudden, Cardiac	Death, Sudden, Cardiac	3	15	13.471803582189006
Ventricular Fibrillation	Ventricular Fibrillation	3	15	12.845253118853643
Torsades de Pointes	Torsades de Pointes	3	14	12.495622732952821
Tachycardia	Tachycardia	3	13	10.983596839907097
Heart Block	Heart Block	3	11	9.882169484221937
Tachycardia, Ventricular	Tachycardia, Ventricular	3	10	8.920851233415062
Heart Diseases	Heart Diseases	3	12	8.754388436313311
Long QT Syndrome	Long QT Syndrome	3	10	8.7161974295471
Coronary Artery Disease	Coronary Artery Disease	3	10	8.55657787509872
Cardiomyopathies	Cardiomyopathies	3	10	7.140825475795055
Cardiomyopathy, Hypertrophic	Cardiomyopathy, Hypertrophic	3	9	6.835489115660513
Coronary Disease	Coronary Disease	3	8	6.823655506602014
Myocardial Ischemia	Myocardial Ischemia	3	7	6.286906350959515
Arrhythmogenic Right Ventricular Dysplasia	Arrhythmogenic Right Ventricular Dysplasia	3	7	6.0968371288639505
Sick Sinus Syndrome	Sick Sinus Syndrome	3	7	5.997067831223795
Brugada Syndrome	Brugada Syndrome	3	7	5.830742748086234
Hypotension, Orthostatic	Hypotension, Orthostatic	3	7	5.764700412864511
Myocardial Infarction	Myocardial Infarction	3	6	5.41295737052654
Ischemia	Ischemia	3	7	5.23234847875705
Bundle-Branch Block	Bundle-Branch Block	3	6	5.197401737554344
Syncope	Syncope	3	6	5.180736719928955
Coronary Restenosis	Coronary Restenosis	3	5	4.5534138460925675
Cardiomyopathy, Dilated	Cardiomyopathy, Dilated	3	6	4.498552711152033
Vascular Diseases	Vascular Diseases	3	6	4.407848650565633
Hyperlipoproteinemia Type II	Hyperlipoproteinemia Type II	3	6	4.352092645103464
Bradycardia	Bradycardia	3	6	4.293251796427341
Arteriosclerosis	Arteriosclerosis	3	6	4.2307805027536425
Cardiomyopathy, Hypertrophic, Familial	Cardiomyopathy, Hypertrophic, Familial	3	6	4.11228665605625
Myocardial Stunning	Myocardial Stunning	3	4	3.455461955715104
Aortic Valve Stenosis	Aortic Valve Stenosis	3	4	3.2478315184123594
Heart Failure	Heart Failure	3	5	3.209204809049904
Thromboembolism	Thromboembolism	3	4	2.821346111152981
Coronary Stenosis	Coronary Stenosis	3	3	2.6876783384951626
Angina Pectoris	Angina Pectoris	3	3	2.686824751651974
Atrioventricular Block	Atrioventricular Block	3	3	2.658914498492263
Peripheral Vascular Diseases	Peripheral Vascular Diseases	3	3	2.3812390830571912
Heart Valve Diseases	Heart Valve Diseases	3	3	2.341775571132737
Hypotension	Hypotension	3	4	2.2776180279647322
Thoracic Diseases	Thoracic Diseases	3	3	2.2345847386676168
Cardiomyopathy, Restrictive	Cardiomyopathy, Restrictive	3	3	2.130452871395054
Thrombosis	Thrombosis	3	3	2.0053187696430865
Cysts	Cysts	3	3	1.9952139199305976
Wolff-Parkinson-White Syndrome	Wolff-Parkinson-White Syndrome	3	2	1.842740217019831
Ventricular Dysfunction, Left	Ventricular Dysfunction, Left	3	2	1.6107588248115203
Sinoatrial Block	Sinoatrial Block	3	2	1.5505520886968738
Death, Sudden	Death, Sudden	3	2	1.5111175442411873
Hyperemia	Hyperemia	3	2	1.4466240343481085
Arteritis	Arteritis	3	2	1.4346054687522478
Myxoma	Myxoma	3	2	1.381208985514869
Cardiovascular Abnormalities	Cardiovascular Abnormalities	3	2	1.1602447845985573
Angina, Unstable	Angina, Unstable	3	1	0.8275844273651491
Coffin-Lowry Syndrome	Coffin-Lowry Syndrome	3	1	0.7468529824136494
Sleep Apnea, Central	Sleep Apnea, Central	3	1	0.5466732900684326
Anuria	Anuria	3	1	0.1666990300270354
Celiac Disease	Celiac Disease	4	21	16.958876067428367
Crohn Disease	Crohn Disease	4	20	15.955973710664729
Inflammatory Bowel Diseases	Inflammatory Bowel Diseases	4	18	14.752957609914937
Acquired Immunodeficiency Syndrome	Acquired Immunodeficiency Syndrome	4	16	12.22058732333328
AIDS-Related Opportunistic Infections	AIDS-Related Opportunistic Infections	4	14	11.061539867011334
Rectal Neoplasms	Rectal Neoplasms	4	13	10.254615634688356
Colorectal Neoplasms	Colorectal Neoplasms	4	11	8.695166410142804
Entamoebiasis	Entamoebiasis	4	10	8.184068400751297
Carcinoma, Small Cell	Carcinoma, Small Cell	4	11	7.8345437228120485
HIV Infections	HIV Infections	4	10	7.820999572972319
Vipoma	Vipoma	4	8	6.467825464780098
Adenocarcinoma	Adenocarcinoma	4	8	6.009820495174488
Colitis, Ulcerative	Colitis, Ulcerative	4	8	5.8408209188276485
Gastrinoma	Gastrinoma	4	7	5.765333280641701
Neoplasm Recurrence, Local	Neoplasm Recurrence, Local	4	8	5.666777769542863
Colitis	Colitis	4	7	5.559412543844005
Intestinal Neoplasms	Intestinal Neoplasms	4	7	5.500144858820695
Carcinoma, Non-Small-Cell Lung	Carcinoma, Non-Small-Cell Lung	4	7	5.395569350110858
Carcinoma, Squamous Cell	Carcinoma, Squamous Cell	4	7	5.113502836807648
Carcinoma, Medullary	Carcinoma, Medullary	4	7	5.0823695066736025
Gram-Negative Bacterial Infections	Gram-Negative Bacterial Infections	4	6	4.906382981292487
Salmonella Infections, Animal	Salmonella Infections, Animal	4	6	4.7161467087243425
Agammaglobulinemia	Agammaglobulinemia	4	6	4.458574543316474
Thyroid Neoplasms	Thyroid Neoplasms	4	7	4.31667953914426
Colonic Polyps	Colonic Polyps	4	6	4.238247698974758
Exocrine Pancreatic Insufficiency	Exocrine Pancreatic Insufficiency	4	5	3.910413956417233
Sarcoma	Sarcoma	4	5	3.84579437356256
Colonic Neoplasms	Colonic Neoplasms	4	4	3.141382215113351
Intestinal Polyps	Intestinal Polyps	4	4	3.137406259306174
Carcinoma, Transitional Cell	Carcinoma, Transitional Cell	4	4	2.7326319769087775
Melanoma	Melanoma	4	4	2.647422419173879
Malabsorption Syndromes	Malabsorption Syndromes	4	4	2.6190543644358093
Gastrointestinal Neoplasms	Gastrointestinal Neoplasms	4	3	2.4806657228438187
Intestinal Diseases	Intestinal Diseases	4	3	2.4193889131194486
HIV Seropositivity	HIV Seropositivity	4	3	2.3035292185721596
Enterocolitis	Enterocolitis	4	2	1.6769114721198024
Mucositis	Mucositis	4	2	1.6246230719124541
Graft vs Host Disease	Graft vs Host Disease	4	2	1.5987016693694815
Lactose Intolerance	Lactose Intolerance	4	2	1.4846164589217121
Uterine Cervical Neoplasms	Uterine Cervical Neoplasms	4	2	1.3910351418753892
Genital Neoplasms, Female	Genital Neoplasms, Female	4	2	1.3431445266876405
Caliciviridae Infections	Caliciviridae Infections	4	1	0.7289050402306638
Carcinoma	Carcinoma	4	1	0.7287227676159947
Neoplasms, Germ Cell and Embryonal	Neoplasms, Germ Cell and Embryonal	4	1	0.6642132681521503
Thyroid Diseases	Thyroid Diseases	4	1	0.6527121536387627
Leukemia, T-Cell	Leukemia, T-Cell	4	1	0.6396094472217991
Adenocarcinoma, Follicular	Adenocarcinoma, Follicular	4	1	0.508778870998116
Uveal Neoplasms	Uveal Neoplasms	4	1	0.4353597215121251
Cystinuria	Cystinuria	4	1	0.1173327599287712
Liver Diseases	Liver Diseases	5	20	16.082177752978257
Drug-Induced Liver Injury	Drug-Induced Liver Injury	5	18	14.442397284721661
Hepatitis B	Hepatitis B	5	11	8.515621029144425
Gallbladder Neoplasms	Gallbladder Neoplasms	5	11	8.33722279287005
Liver Neoplasms	Liver Neoplasms	5	8	6.202209590706719
Liver Failure	Liver Failure	5	8	5.893927034030975
Pancreatic Diseases	Pancreatic Diseases	5	6	4.727643551260507
Pancreatitis	Pancreatitis	5	6	4.524478065778702
Carcinoma, Pancreatic Ductal	Carcinoma, Pancreatic Ductal	5	6	4.486128328283906
Liver Failure, Acute	Liver Failure, Acute	5	6	4.378627954690145
Hepatitis	Hepatitis	5	5	4.353057925553041
Liver Cirrhosis	Liver Cirrhosis	5	6	4.253366889340839
Spherocytosis, Hereditary	Spherocytosis, Hereditary	5	5	4.144008038500354
Pancreatic Neoplasms	Pancreatic Neoplasms	5	5	4.038187566038413
Hepatitis B, Chronic	Hepatitis B, Chronic	5	5	3.913504691283272
Jaundice, Chronic Idiopathic	Jaundice, Chronic Idiopathic	5	4	3.6889188480578445
Angioedema	Angioedema	5	5	3.5533359630753822
Cecal Neoplasms	Cecal Neoplasms	5	4	3.1034039434839964
Fibromatosis, Abdominal	Fibromatosis, Abdominal	5	4	3.0919612688874274
Abdominal Neoplasms	Abdominal Neoplasms	5	4	2.992456639386642
Peritonitis	Peritonitis	5	3	2.658232452017245
Bile Duct Neoplasms	Bile Duct Neoplasms	5	3	2.496134670388309
Carcinoma, Hepatocellular	Carcinoma, Hepatocellular	5	3	2.4733795020565164
Hepatic Veno-Occlusive Disease	Hepatic Veno-Occlusive Disease	5	3	2.4294643482200535
Hypertension, Portal	Hypertension, Portal	5	3	2.3358215687255672
Cholestasis	Cholestasis	5	3	2.2891809123373634
Cholangitis, Sclerosing	Cholangitis, Sclerosing	5	3	2.2411845629744924
Cholelithiasis	Cholelithiasis	5	3	2.2392669482911347
Pancreatitis, Chronic	Pancreatitis, Chronic	5	3	2.217239835746664
Gastrointestinal Stromal Tumors	Gastrointestinal Stromal Tumors	5	3	2.2036210690542437
Hepatomegaly	Hepatomegaly	5	3	2.100351139604812
Cholecystitis	Cholecystitis	5	3	2.0434652339840085
Hepatic Encephalopathy	Hepatic Encephalopathy	5	3	1.96133541211559
Splenomegaly	Splenomegaly	5	3	1.9586068599458784
Peptic Ulcer Hemorrhage	Peptic Ulcer Hemorrhage	5	2	1.7979249909717967
Gastrointestinal Hemorrhage	Gastrointestinal Hemorrhage	5	2	1.7868399283783325
Cholangiocarcinoma	Cholangiocarcinoma	5	2	1.7594454449518229
Hyperbilirubinemia	Hyperbilirubinemia	5	2	1.7455168950862605
Intestinal Perforation	Intestinal Perforation	5	2	1.7136663351632633
Gallstones	Gallstones	5	2	1.6690746751330328
Hereditary Angioedema Type III	Hereditary Angioedema Type III	5	2	1.5890937337764404
Budd-Chiari Syndrome	Budd-Chiari Syndrome	5	2	1.2719226464016122
Ureteral Neoplasms	Ureteral Neoplasms	5	2	1.1322992954997377
Appendicitis	Appendicitis	5	1	0.94652975635198
Pancreatic Cyst	Pancreatic Cyst	5	1	0.8440537389638989
Protoporphyria, Erythropoietic	Protoporphyria, Erythropoietic	5	1	0.8385568919623856
Angioedemas, Hereditary	Angioedemas, Hereditary	5	1	0.7459428402028229
Porphyria, Acute Intermittent	Porphyria, Acute Intermittent	5	1	0.7297543446682216
Muscular Dystrophy, Facioscapulohumeral	Muscular Dystrophy, Facioscapulohumeral	6	15	10.997064876426268
Muscular Diseases	Muscular Diseases	6	13	8.95842738080986
Neuromuscular Diseases	Neuromuscular Diseases	6	12	8.93487402991041
Myositis	Myositis	6	11	8.057514683220345
Muscular Atrophy, Spinal	Muscular Atrophy, Spinal	6	11	7.235137086079934
Dermatomyositis	Dermatomyositis	6	9	6.328561934309678
Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	6	9	6.086417154200445
Charcot-Marie-Tooth Disease	Charcot-Marie-Tooth Disease	6	7	5.510718008491554
Myositis, Inclusion Body	Myositis, Inclusion Body	6	7	5.496191026246006
Muscular Dystrophies	Muscular Dystrophies	6	7	5.35182914599416
Muscular Dystrophy, Duchenne	Muscular Dystrophy, Duchenne	6	8	5.344327261518733
Muscular Atrophy	Muscular Atrophy	6	7	5.337093398141632
Muscular Dystrophies, Limb-Girdle	Muscular Dystrophies, Limb-Girdle	6	7	4.946789397018162
Myopathies, Structural, Congenital	Myopathies, Structural, Congenital	6	6	4.262915483447265
Myopathies, Nemaline	Myopathies, Nemaline	6	5	3.789684555302001
Muscle Hypotonia	Muscle Hypotonia	6	4	2.923626168309824
Myotonic Dystrophy	Myotonic Dystrophy	6	4	2.9070790470943924
Motor Neuron Disease	Motor Neuron Disease	6	4	2.8821209492115942
Hypertrophy	Hypertrophy	6	4	2.669939298748049
Glycogen Storage Disease Type II	Glycogen Storage Disease Type II	6	3	2.2327520356683537
Muscle Weakness	Muscle Weakness	6	3	2.220087565425691
Muscular Dystrophy, Oculopharyngeal	Muscular Dystrophy, Oculopharyngeal	6	3	2.16265238418552
Muscular Dystrophy, Emery-Dreifuss	Muscular Dystrophy, Emery-Dreifuss	6	3	2.060002346518181
Mental Retardation, X-Linked	Mental Retardation, X-Linked	6	3	1.9229203209604566
Contracture	Contracture	6	3	1.887757213591494
West Nile Fever	West Nile Fever	6	3	1.8686594350730994
Glycogen Storage Disease	Glycogen Storage Disease	6	3	1.857944743176052
Myopathy, Central Core	Myopathy, Central Core	6	2	1.741252406298082
Pyruvate Metabolism, Inborn Errors	Pyruvate Metabolism, Inborn Errors	6	2	1.6208381379929189
Spinal Muscular Atrophies of Childhood	Spinal Muscular Atrophies of Childhood	6	2	1.4933609115043438
Scleroderma, Localized	Scleroderma, Localized	6	2	1.3845228475090243
Bulbo-Spinal Atrophy, X-Linked	Bulbo-Spinal Atrophy, X-Linked	6	2	1.3669442457203367
Glycogen Storage Disease Type IIb	Glycogen Storage Disease Type IIb	6	2	1.334058819994938
Myotonia Congenita	Myotonia Congenita	6	1	0.8246064000556796
Multiple Acyl Coenzyme A Dehydrogenase Deficiency	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	6	1	0.7496592145457432
Osteochondrodysplasias	Osteochondrodysplasias	6	1	0.7072586152994699
Andersen Syndrome	Andersen Syndrome	6	1	0.6658163607466017
Distal Myopathies	Distal Myopathies	6	1	0.6539591838458677
Hereditary Sensory and Autonomic Neuropathies	Hereditary Sensory and Autonomic Neuropathies	6	1	0.6535711145652462
Hypokalemia	Hypokalemia	6	1	0.5840089394107545
Myasthenia Gravis, Neonatal	Myasthenia Gravis, Neonatal	6	1	0.3832093697359744
