Source	Target	weight	alpha
Ovarian Neoplasms	Disorders of Sex Development	0.8768338090676239	3.5422894532263435e-05
Li-Fraumeni Syndrome	Dyskeratosis Congenita	0.55787647316348	0.0132479112133898
Adrenocortical Carcinoma	Disorders of Sex Development	0.984536313122036	1.717391808639325e-10
Disorders of Sex Development	46, XX Disorders of Sex Development	0.9078347506799964	6.683605073383803e-06
Disorders of Sex Development	Androgen-Insensitivity Syndrome	0.8236598687037157	2.08462485071448e-05
MELAS Syndrome	Mitochondrial Myopathies	0.7705581357532127	0.0005354130537339
Mitochondrial Myopathies	Mitochondrial Diseases	0.9065005741351598	0.0003275831651365
Mitochondrial Diseases	Mitochondrial Encephalomyopathies	0.8702913700048464	0.0004540955099255
Retinitis Pigmentosa	Retinal Degeneration	0.6849661155622263	0.0236183835616161
Cardiomyopathies	Cardiomyopathy, Hypertrophic	0.6862467040200122	0.0192492435159031
Cardiomyopathies	Cardiomyopathy, Dilated	0.7840232252749332	0.0109002997986207
Cardiomyopathies	Cardiomyopathy, Restrictive	0.6312499672363073	0.0264880187727337
Cardiomyopathies	Atrial Fibrillation	0.6985823249358984	0.0179180300215769
Cardiomyopathies	Heart Failure	0.6551277274136382	0.0230612701334908
Cardiomyopathies	Cardiomyopathy, Hypertrophic, Familial	0.740171993721325	0.0140696167296731
Amphetamine-Related Disorders	Alzheimer Disease	0.7627400362689789	0.0001336068637499
Cleft Palate	Cleft Lip	0.980604867254991	1.902329783541489e-05
Cutis Laxa	Dyskeratosis Congenita	0.845927316060073	0.0043653554006783
Cockayne Syndrome	Dyskeratosis Congenita	0.8385906001176945	0.0005020011830075
Osteoarthritis	Osteochondritis Dissecans	0.7652126291627389	0.0123852162083751
Atrial Fibrillation	Arrhythmogenic Right Ventricular Dysplasia	0.7714007872609174	6.634527820278422e-05
Atrial Fibrillation	Long QT Syndrome	0.710664126205144	0.0002439619048979
Atrial Fibrillation	Tachycardia	0.7903187033786002	0.0001134489573417
Retinal Degeneration	Leber Congenital Amaurosis	0.8466528502953754	6.070179566957024e-05
Retinal Degeneration	Retinal Dystrophies	0.7247312637132496	0.0001830157020907
Thrombocytopenia	Bernard-Soulier Syndrome	0.7796278732247094	1.043652022658945e-05
Dermatitis	Dermatitis, Atopic	0.8946140181754512	0.0006205363201998
Dermatitis	Psoriasis	0.8208007241580214	0.0011894026462558
Arrhythmogenic Right Ventricular Dysplasia	Ventricular Fibrillation	0.8294193177752159	3.149849639777964e-05
Arrhythmogenic Right Ventricular Dysplasia	Tachycardia	0.8824973318748688	1.5890397879108772e-05
Arrhythmogenic Right Ventricular Dysplasia	Wolff-Parkinson-White Syndrome	0.9006804424384952	1.256248661426598e-05
Ventricular Fibrillation	Long QT Syndrome	0.8635677793552756	3.8930961849988446e-05
Ventricular Fibrillation	Tachycardia	0.9141594560106154	2.6244921965669192e-05
Cardiomyopathy, Dilated	Heart Failure	0.7210894081742513	0.0006014813710736
Tachycardia	Long QT Syndrome	0.8949912692901779	2.664405981106256e-05
Heart Block	Long QT Syndrome	0.9577540946858856	1.2466030483764571e-05
Atrioventricular Block	Long QT Syndrome	0.9566476090835891	1.2634393872311646e-05
Hirschsprung Disease	Multiple Endocrine Neoplasia Type 2b	0.8610556222509691	0.0157207318003702
Hirschsprung Disease	Megacolon	0.9771780597079454	0.0080634662397687
Hypoparathyroidism	Hyperparathyroidism	0.8345436833915107	1.5832172771886418e-05
Hyperparathyroidism	Hypocalcemia	0.8405060196299166	0.0332107802135999
Pseudopseudohypoparathyroidism	Pseudohypoparathyroidism	0.9946853265535076	0.0016726896344325
Hereditary Angioedema Type III	Angioedema	0.7416483468010586	0.0005196824776759
Hyperammonemia	Ornithine Carbamoyltransferase Deficiency Disease	0.7753602717001916	0.0007210712794083
Diabetes Insipidus, Nephrogenic	Diabetes Insipidus	0.980996123894604	2.4520156574502365e-06
