Source,Target,Weight,Alpha
Entamoebiasis,Enterocolitis,0.9018032148830386,0.0386845518707127
Entamoebiasis,"Salmonella Infections, Animal",0.8450784164980618,0.04756352310448481
Entamoebiasis,Crohn Disease,0.7966276991047423,0.04250564136683287
Entamoebiasis,Acquired Immunodeficiency Syndrome,0.7568546196137476,0.041924947298121865
Colitis,"Colitis, Ulcerative",0.7439510712565814,0.038411576993404146
Colitis,Rectal Neoplasms,0.8324185325073327,0.039663054900567325
Colitis,Crohn Disease,0.8582687252205267,0.033266222931853905
Colitis,Colorectal Neoplasms,0.7974614697859563,0.04607003281371663
Colitis,Intestinal Neoplasms,0.7752816099327832,0.04671433820544557
Migraine without Aura,"Albinism, Ocular",0.5277476034467457,0.04261542637912585
"Albinism, Ocular","Nystagmus, Congenital",0.7954985445285652,0.04723243224187404
Alzheimer Disease,Memory Disorders,0.8429044158141675,0.030591052583163057
Alzheimer Disease,"Dementia, Vascular",0.9059547745437098,0.023497720691137414
Alzheimer Disease,Cognition Disorders,0.887206614222613,0.02541628121347733
Alzheimer Disease,Amphetamine-Related Disorders,0.7542071556034768,0.044305580956768134
Alzheimer Disease,Atrophy,0.8156290480909141,0.0342846780553216
Alzheimer Disease,Dementia,0.9733119103849156,0.01771861340559296
Memory Disorders,Dementia,0.7496559761552242,0.049636899044891665
Memory Disorders,Cognition Disorders,0.8572338886191699,0.03170485471840765
"Dementia, Vascular",Dementia,0.8993987330795676,0.021519068538669577
"Dementia, Vascular",Atrophy,0.7609507646683845,0.039312754366476625
Cognition Disorders,Dementia,0.8394748592648001,0.029082353530172977
Cognition Disorders,Amphetamine-Related Disorders,0.7573808597393656,0.04127271106471628
Cognition Disorders,Atrophy,0.7667196922613696,0.039663210683576845
Amphetamine-Related Disorders,Schizophrenia,0.6131919251538142,0.04003988824619895
Amphetamine-Related Disorders,Atrophy,0.6327128396433994,0.0477876379008965
Atrophy,Nerve Degeneration,0.7197405103477271,0.029899622194010766
Atrophy,Dementia,0.7817505964848589,0.025030164180832815
Dementia,"Depressive Disorder, Major",0.5944543188412036,0.045318472464892116
Bipolar Disorder,Psychotic Disorders,0.6799614249245709,0.02681929046175117
Bipolar Disorder,Substance-Related Disorders,0.5640704168822301,0.04979640288124883
Bipolar Disorder,Schizophrenia,0.6506069652550057,0.03137294210460885
Bipolar Disorder,Depressive Disorder,0.84011866076025,0.011387578126235566
Bipolar Disorder,"Depressive Disorder, Major",0.844746556442135,0.011108899419780167
Bipolar Disorder,"Sleep Disorders, Circadian Rhythm",0.5994661902313967,0.0412244350970701
Bipolar Disorder,Mood Disorders,0.6987041830262313,0.024263196955841643
Bipolar Disorder,"Depression, Postpartum",0.5594657057476252,0.04634378569610996
Psychotic Disorders,"Psychoses, Substance-Induced",0.9192835352151392,0.026390483661482934
Psychotic Disorders,Substance-Related Disorders,0.6578993283043609,0.031494274878740076
Psychotic Disorders,Schizophrenia,0.920766254315933,0.00779756534721788
Psychotic Disorders,Alcohol Withdrawal Delirium,0.7863466895879831,0.01593794618086175
Psychotic Disorders,Lewy Body Disease,0.8759523973749903,0.009898561002528939
Substance-Related Disorders,"Psychoses, Substance-Induced",0.6428336093271477,0.0403821368814196
Substance-Related Disorders,Substance Withdrawal Syndrome,0.6173828800357938,0.045867318655221034
Substance-Related Disorders,Alcohol Withdrawal Delirium,0.6350034000135961,0.041996051136045556
Substance-Related Disorders,Schizophrenia,0.6684625662506521,0.03552032490699242
Substance-Related Disorders,Alcoholism,0.7145557880530026,0.028200158780671974
Substance-Related Disorders,Depressive Disorder,0.5617276333320806,0.0479508776874758
Schizophrenia,"Psychoses, Substance-Induced",0.8644379134528835,0.03307220144777492
Schizophrenia,Alcohol Withdrawal Delirium,0.6711568402445638,0.029473269337067794
Schizophrenia,Lewy Body Disease,0.8662956773927958,0.010476942341194652
Schizophrenia,"Schizophrenia, Catatonic",0.2653461598576534,
Depressive Disorder,Anxiety Disorders,0.6555695611565636,0.029525794283379835
Depressive Disorder,"Myoclonic Epilepsy, Juvenile",0.6059736058345582,0.03771265599199337
Depressive Disorder,Dyssomnias,0.7180476309675201,0.02051216512482655
Depressive Disorder,"Depression, Postpartum",0.6433688584375783,0.030780985279180245
Depressive Disorder,"Depressive Disorder, Major",0.8634882458455636,0.009294679595463037
Depressive Disorder,Mood Disorders,0.8442275887922357,0.010322793992624505
"Depressive Disorder, Major",Mood Disorders,0.8200387182951823,0.02014758485038989
"Depressive Disorder, Major",Dyssomnias,0.5959988975351754,0.04495416734304296
"Depressive Disorder, Major","Depression, Postpartum",0.6832047709321178,0.028493469948119823
Mood Disorders,Anxiety Disorders,0.6935886168083613,0.024037385898865796
Mood Disorders,"Depression, Postpartum",0.5723075773376224,0.04313619893638316
"Dyskinesia, Drug-Induced","Parkinson Disease, Secondary",0.715028280931653,0.030809461761967045
"Parkinson Disease, Secondary",Parkinsonian Disorders,0.8067854779673008,0.04728547899756312
"Parkinson Disease, Secondary",Movement Disorders,0.6623605925783248,0.04776202572934189
"Parkinson Disease, Secondary",Parkinson Disease,0.8327814390491771,0.02146169636838185
Neurotoxicity Syndromes,Hyponatremia,0.7031389992694812,0.04035500368255841
Neurotoxicity Syndromes,Substance Withdrawal Syndrome,0.7697657004080368,0.02973786390639721
Neurotoxicity Syndromes,Insulinoma,0.6232605354147617,0.04904007033436602
Hyponatremia,Classical Lissencephalies and Subcortical Band Heterotopias,0.6093337013870808,0.04983535022810072
Hyponatremia,Incontinentia Pigmenti,0.6155023958487491,0.04833385545425805
Hyponatremia,Seizures,0.6677747884185903,0.03728945238717269
Hyponatremia,Epilepsy,0.6115138565559282,0.0492994585308774
Hyponatremia,"Epilepsy, Generalized",0.6353137353126509,0.04380949169342295
Hyponatremia,Hypoglycemia,0.6912911176339199,0.033178162161639144
Substance Withdrawal Syndrome,Alcoholism,0.6412657765155013,0.046784834409945214
Substance Withdrawal Syndrome,"Epilepsies, Partial",0.7263590516923539,0.046599900022304824
Substance Withdrawal Syndrome,Epilepsy,0.6958390105659986,0.04061239487617839
Substance Withdrawal Syndrome,"Epilepsy, Generalized",0.68423683537681,0.04285057389650316
Substance Withdrawal Syndrome,Seizures,0.6777791354127424,0.044149188380852786
"Multiple Sclerosis, Relapsing-Remitting","Multiple Sclerosis, Chronic Progressive",0.8258543470186344,0.01597081928587916
"Multiple Sclerosis, Relapsing-Remitting",Multiple Sclerosis,0.7126311722193555,0.028533644285036734
"Multiple Sclerosis, Chronic Progressive",Multiple Sclerosis,0.7336023889194923,0.023562110214842266
"Psychoses, Substance-Induced",Lewy Body Disease,0.9230256042269296,0.02598609580223906
Hepatic Encephalopathy,Liver Cirrhosis,0.5990433288735244,0.04958165539437997
Hepatic Encephalopathy,Liver Diseases,0.692793273066211,0.03084044249054194
Hepatic Encephalopathy,Drug-Induced Liver Injury,0.6694988101758546,0.03470625852139327
Liver Cirrhosis,Liver Failure,0.7369455533313571,0.03712528353509855
Liver Cirrhosis,Liver Diseases,0.824041568809268,0.020590264922881074
Liver Cirrhosis,Drug-Induced Liver Injury,0.7191720228863812,0.03347221445322375
Liver Cirrhosis,Hepatitis B,0.6546134361002576,0.0434255674017797
Liver Cirrhosis,Hepatitis,0.7195509793400506,0.04652698460907244
Liver Diseases,Gallbladder Neoplasms,0.8234935033048412,0.02847352049389204
Liver Diseases,"Spherocytosis, Hereditary",0.8761000907663095,0.03084233149645242
Liver Diseases,"Liver Failure, Acute",0.7807739313036992,0.02376605238596098
Liver Diseases,Liver Failure,0.817142744419023,0.02587891321289327
Liver Diseases,Hepatic Veno-Occlusive Disease,0.8425560536234106,0.017296425638583506
Liver Diseases,Hepatitis B,0.889681810594176,0.015092300309402631
Liver Diseases,Hepatomegaly,0.7255472538202145,0.03280427870375652
Liver Diseases,"Cholangitis, Sclerosing",0.7752039907378832,0.02594055284200836
Liver Diseases,"Jaundice, Chronic Idiopathic",0.8990124547426898,0.014440151370934089
Liver Diseases,Hyperbilirubinemia,0.8568403760575948,0.01763044301367299
Liver Diseases,Hepatitis,0.9619753665868308,0.010717052074808917
Liver Diseases,"Protoporphyria, Erythropoietic",0.8385568919623856,0.019223694050308597
Liver Diseases,Splenomegaly,0.65186718673027,0.04646374758038183
Liver Diseases,Pancreatic Diseases,0.6536470604506256,0.046074792991575804
Liver Diseases,"Hepatitis B, Chronic",0.8273802221517785,0.020267597488252184
Liver Diseases,Cholestasis,0.6894319989160574,0.03890887467890834
Liver Diseases,Drug-Induced Liver Injury,0.9505709552937636,0.011311931541609508
Liver Diseases,Liver Neoplasms,0.7055610196412262,0.03605377983579253
Drug-Induced Liver Injury,Gallbladder Neoplasms,0.7973353205875094,0.03190395318388483
Drug-Induced Liver Injury,"Spherocytosis, Hereditary",0.8988119861775402,0.02814234855618535
Drug-Induced Liver Injury,"Liver Failure, Acute",0.7658542875615758,0.025535756591336237
Drug-Induced Liver Injury,Liver Failure,0.7727236613647798,0.03160656516686354
Drug-Induced Liver Injury,Hepatic Veno-Occlusive Disease,0.8593081649288816,0.01591660032967858
Drug-Induced Liver Injury,"Hepatitis B, Chronic",0.8237040000017212,0.02347199507151958
Drug-Induced Liver Injury,Hepatitis B,0.9033052968488824,0.01394453522933529
Drug-Induced Liver Injury,Hepatomegaly,0.7107904007933709,0.03483129809165308
Drug-Induced Liver Injury,"Cholangitis, Sclerosing",0.7621675096140857,0.027288638830917717
Drug-Induced Liver Injury,"Jaundice, Chronic Idiopathic",0.9519340629609172,0.011061109084715288
Drug-Induced Liver Injury,Hyperbilirubinemia,0.8886765190286657,0.01495045397604378
Drug-Induced Liver Injury,Hepatitis,0.9640856281346506,0.010438726627247165
Drug-Induced Liver Injury,Splenomegaly,0.6524395842647631,0.04594573525181277
Drug-Induced Liver Injury,Cholestasis,0.6927353114186788,0.037948698196766474
Drug-Induced Liver Injury,Liver Neoplasms,0.6592837626796363,0.04447777700641619
"Lymphoma, T-Cell","Lymphoma, Non-Hodgkin",0.7522868358310035,0.04643507264730417
"Lymphoma, T-Cell",Lymphoma,0.7785527318801657,0.041696230611571995
"Lymphoma, T-Cell","Lymphoma, Large B-Cell, Diffuse",0.7496683209190967,0.04693598509950438
"Lymphoma, Non-Hodgkin","Carcinoma, Small Cell",0.6744255421846849,0.045018471511720816
"Lymphoma, Non-Hodgkin","Leukemia, Myeloid, Acute",0.7893888658963145,0.03887014891709771
"Lymphoma, Non-Hodgkin",Lymphoma,0.7651741113516835,0.043080403731790395
"Lymphoma, Non-Hodgkin","Leukemia, Myeloid",0.7532146876433182,0.04780684300930372
Lymphoma,Lymphopenia,0.7525288860662259,0.029299982681376905
Lymphoma,Immunologic Deficiency Syndromes,0.7381797752903617,0.04964961233223844
Lymphoma,"Leukemia, Lymphoid",0.7342233665903574,0.04893941745952848
Lymphoma,"Leukemia, Myeloid",0.7417432399418639,0.04744657035232048
Lymphoma,Familial Mediterranean Fever,0.7828978457515126,0.04004627568146903
Lymphoma,Dysgammaglobulinemia,0.7049682757640464,0.037473060364623154
"Lymphoma, Large B-Cell, Diffuse","Lymphoma, B-Cell",0.8105073108994186,0.04361818871695583
Glioblastoma,Intracranial Arteriovenous Malformations,0.6874375875767125,0.046594446403850555
Glioblastoma,Glioma,0.8340577486778076,0.024184102474869164
Glioblastoma,Brain Ischemia,0.7158810384550072,0.04103035898390296
Glioblastoma,Brain Neoplasms,0.8273723852631024,0.02491850768241373
Glioblastoma,Brain Diseases,0.7348096763051037,0.03770037937586126
Glioblastoma,Astrocytoma,0.6835731422175417,0.04740640010431121
Glioblastoma,Cerebral Hemorrhage,0.6604278047740448,0.04163836133200042
Glioblastoma,Cerebral Infarction,0.6378392688576865,0.04758215052476222
Glioblastoma,Cerebrovascular Disorders,0.5942713970114667,0.043239883890150356
Intracranial Arteriovenous Malformations,Cerebral Hemorrhage,0.628088984391678,0.048685631813667335
Intracranial Arteriovenous Malformations,"Sinus Thrombosis, Intracranial",0.7935386759778301,0.027799217789404012
Intracranial Arteriovenous Malformations,Brain Neoplasms,0.842662084433893,0.022203795854350478
Intracranial Arteriovenous Malformations,Astrocytoma,0.6809508744465375,0.04646917507420384
Glioma,Brain Ischemia,0.6980901421255509,0.046388800687339096
Glioma,Brain Neoplasms,0.8131623756541464,0.027929518141685025
Glioma,Astrocytoma,0.7281328565415767,0.040634902651426524
Glioma,Brain Diseases,0.7378825543282632,0.038925318953682106
Brain Ischemia,"Hypoxia-Ischemia, Brain",0.6268084690710006,0.047753684034865934
Brain Ischemia,Reperfusion Injury,0.7241127529145183,0.03860268829705831
Brain Ischemia,"Ischemic Attack, Transient",0.6859892875859506,0.038288334073978525
Brain Neoplasms,Cerebral Hemorrhage,0.720686275916657,0.03110810443582713
Brain Neoplasms,Supratentorial Neoplasms,0.6857911332065562,0.04696237185633037
Brain Neoplasms,Intracranial Aneurysm,0.7327969997423293,0.03571516756474739
Brain Neoplasms,"Hemangioma, Cavernous, Central Nervous System",0.6845796030394375,0.03810067287704195
Brain Neoplasms,Central Nervous System Diseases,0.7232118082531427,0.04473018176789089
Brain Neoplasms,"Sinus Thrombosis, Intracranial",0.7241345481911713,0.044552841169220876
Brain Neoplasms,"Epilepsies, Partial",0.7455068218290999,0.040636176914281716
Brain Neoplasms,Astrocytoma,0.8500110321890847,0.025908184631924475
Brain Neoplasms,Brain Diseases,0.8483449856925104,0.026094816917476383
Brain Neoplasms,Meningioma,0.7954630098470652,0.03277057472674082
Brain Neoplasms,Migraine Disorders,0.6403788746429833,0.04341702401082248
Brain Neoplasms,Cerebrovascular Disorders,0.6429218284255352,0.03327691166762456
Brain Diseases,Central Nervous System Diseases,0.8397460964047633,0.036244900173049606
Brain Diseases,Cerebral Hemorrhage,0.7611960560440063,0.02556751405681111
Brain Diseases,Craniocerebral Trauma,0.585005288831442,0.04992498280241845
Brain Diseases,Astrocytoma,0.6920376105685901,0.04028734367304111
Astrocytoma,Meningioma,0.6591802298845193,0.04694996344335566
Basal Ganglia Diseases,Movement Disorders,0.7344771855246248,0.04073066169539747
Movement Disorders,Huntington Disease,0.7195617280111753,0.0366763917856747
"Infarction, Middle Cerebral Artery",Stroke,0.877989701129969,0.011443624415353374
Stroke,Cerebral Infarction,0.9316308631389244,0.011532138823622777
Stroke,Muscle Weakness,0.7192037815995039,0.03385468300596548
Stroke,Carotid Artery Thrombosis,0.5906152397619161,0.03748382456054275
Brain Injuries,Craniocerebral Trauma,0.8242100047219217,0.021255348589170223
Craniocerebral Trauma,Poisoning,0.6493054023907741,0.035840657396310864
Creutzfeldt-Jakob Syndrome,Myoclonus,0.837943902389598,0.018367339402344092
Creutzfeldt-Jakob Syndrome,"Epilepsies, Myoclonic",0.7344711086066802,0.030266596211739733
Creutzfeldt-Jakob Syndrome,Neuroblastoma,0.7242369572467554,0.031796434877189896
Myoclonus,Unverricht-Lundborg Syndrome,0.9547741249820824,0.024999208473498034
Myoclonus,Neuroblastoma,0.7404047868703234,0.013553472965589649
"Epilepsies, Myoclonic","Epilepsy, Absence",0.8710047814819348,0.03306972145685504
"Epilepsies, Myoclonic",Neuroblastoma,0.6698422926950661,0.020458204961981384
Neuroblastoma,Unverricht-Lundborg Syndrome,0.7477205103360173,0.036447371501469546
Neuroblastoma,"Epilepsy, Absence",0.5333421767409923,0.04532132946139992
Neuroblastoma,Lipidoses,0.5181917343050152,0.0494999094913144
Motor Neuron Disease,Amyotrophic Lateral Sclerosis,0.8473458361734261,0.02744690338980774
Motor Neuron Disease,Neuromuscular Diseases,0.659158816295301,0.04855561039931505
Motor Neuron Disease,Contracture,0.6896955571089115,0.030189863879828593
Motor Neuron Disease,"Muscular Atrophy, Spinal",0.6859207396339555,0.04557610016519391
Amyotrophic Lateral Sclerosis,Charcot-Marie-Tooth Disease,0.6735188690486661,0.03546477108662377
Amyotrophic Lateral Sclerosis,Muscular Diseases,0.6216996632701743,0.0459113871929477
Amyotrophic Lateral Sclerosis,Neuromuscular Diseases,0.7572941975816369,0.023352564788005205
Amyotrophic Lateral Sclerosis,Myositis,0.6105644900508657,0.04852907761142553
Amyotrophic Lateral Sclerosis,Spinal Muscular Atrophies of Childhood,0.6259267369878818,0.044954955375585824
Amyotrophic Lateral Sclerosis,Muscular Atrophy,0.6193498537019944,0.04645180700394411
Amyotrophic Lateral Sclerosis,"Bulbo-Spinal Atrophy, X-Linked",0.6414731142413277,0.04160510891725897
Amyotrophic Lateral Sclerosis,"Muscular Atrophy, Spinal",0.6892443931444722,0.03279087778863753
Migraine with Aura,Cerebrovascular Disorders,0.6745566281445035,0.036543970323579054
Migraine with Aura,Cerebral Hemorrhage,0.6177580120784024,0.0483478917749158
Cerebral Hemorrhage,Intracranial Aneurysm,0.6373929446346528,0.04654435538589038
Cerebral Hemorrhage,Cerebral Infarction,0.7395202016964962,0.028397187386895714
Learning Disorders,Attention Deficit Disorder with Hyperactivity,0.8231203452920384,0.028751821308102495
Attention Deficit Disorder with Hyperactivity,Motor Skills Disorders,0.6387575365981809,0.04275362989616049
Attention Deficit Disorder with Hyperactivity,Periventricular Nodular Heterotopia,0.7452335655594501,0.025068968052834213
Cerebellar Diseases,Spinocerebellar Ataxias,0.7706828988180041,0.02297347408941295
Cerebellar Diseases,Spinocerebellar Degenerations,0.8359980932078785,0.016638264359084765
Cerebellar Diseases,Machado-Joseph Disease,0.6469197331596306,0.042286203284650284
Cerebellar Diseases,Cerebellar Ataxia,0.7819756828331191,0.021727739472990937
Cerebellar Diseases,Ataxia Telangiectasia,0.6151696382180776,0.04943815115292532
Spinocerebellar Ataxias,"Myoclonic Epilepsies, Progressive",0.8507834803853338,0.018476045818881875
Spinocerebellar Ataxias,Spinocerebellar Degenerations,0.7208569844232168,0.03409564306116868
Spinocerebellar Ataxias,Machado-Joseph Disease,0.7513680259986036,0.029529568183425888
Spinocerebellar Ataxias,"Heredodegenerative Disorders, Nervous System",0.6586183159140004,0.04570744277236011
Spinocerebellar Ataxias,Friedreich Ataxia,0.6931949618561026,0.03884063111240576
Spinocerebellar Ataxias,Hepatolenticular Degeneration,0.5915519932180475,0.03781574138130515
Spinocerebellar Degenerations,Ataxia Telangiectasia,0.7706450680101077,0.030050640734172067
Machado-Joseph Disease,"Myoclonic Epilepsies, Progressive",0.6692510433010495,0.03530250294805648
Cocaine-Related Disorders,"Aneurysm, Dissecting",0.6324149892048525,0.04063027844948839
"Aneurysm, Dissecting","Aortic Aneurysm, Thoracic",0.6607587734194135,0.038710412272727736
"Aneurysm, Dissecting",Tietze's Syndrome,0.7146742291753154,0.02965404018647677
"Aneurysm, Dissecting",Aortic Aneurysm,0.7972757308093608,0.01970632732965421
"Aneurysm, Dissecting",Coronary Aneurysm,0.6101080626604196,0.04971549829816948
"Carcinoma, Small Cell","Genital Neoplasms, Female",0.6522555873472395,0.04986076174439123
"Carcinoma, Small Cell","Carcinoma, Transitional Cell",0.6662853954469088,0.04673930181709507
"Carcinoma, Small Cell","Neoplasms, Germ Cell and Embryonal",0.6642132681521503,0.047187739365260405
"Carcinoma, Small Cell","Neoplasm Recurrence, Local",0.7003770079244291,0.03994348075951967
"Carcinoma, Small Cell","Carcinoma, Non-Small-Cell Lung",0.8127174412998929,0.02379433980034533
"Carcinoma, Small Cell",Lung Neoplasms,0.7510308031943639,0.031624892727814095
"Carcinoma, Small Cell",Adenocarcinoma,0.6791002352841473,0.04405898766783468
"Carcinoma, Small Cell",Melanoma,0.7394695616272438,0.03335643894223837
"Carcinoma, Small Cell",Sarcoma,0.7746604495385866,0.02836000961314776
"Carcinoma, Small Cell","Carcinoma, Squamous Cell",0.7200084308124013,0.036487577391678086
"Genital Neoplasms, Female","Neoplasm Recurrence, Local",0.690888939340401,0.04196156648014835
"Carcinoma, Transitional Cell",Urinary Bladder Neoplasms,0.8522369206147156,0.01971779596043402
"Carcinoma, Transitional Cell",Uterine Cervical Neoplasms,0.6542263662421721,0.04948100665344402
"Carcinoma, Transitional Cell",Neural Tube Defects,0.5598832946049808,0.049996232647094095
"Neoplasm Recurrence, Local",Breast Neoplasms,0.7265776906134332,0.035606738672733604
"Neoplasm Recurrence, Local",Uterine Cervical Neoplasms,0.7368087756332171,0.03396904701840611
"Neoplasm Recurrence, Local","Carcinoma, Non-Small-Cell Lung",0.7559065346036761,0.031110630403886997
"Neoplasm Recurrence, Local",Adenocarcinoma,0.686111118800602,0.04289416450909803
"Neoplasm Recurrence, Local",Rectal Neoplasms,0.6567985317339747,0.049086315042524205
"Neoplasm Recurrence, Local","Carcinoma, Squamous Cell",0.7133091708931301,0.03784859439406358
"Carcinoma, Non-Small-Cell Lung",Sarcoma,0.8173001983791425,0.03900133816197015
"Carcinoma, Non-Small-Cell Lung",Lung Neoplasms,0.7974068347676491,0.03649399361149906
"Carcinoma, Non-Small-Cell Lung",Adenocarcinoma,0.7657360974208458,0.04163869887272525
"Carcinoma, Non-Small-Cell Lung","Carcinoma, Squamous Cell",0.7412750823693112,0.0461025095902563
"Carcinoma, Non-Small-Cell Lung",Melanoma,0.7052271612703398,0.04976571772366316
Lung Neoplasms,Lung Diseases,0.7558206265284009,0.03943054207553568
Lung Neoplasms,Bronchiectasis,0.7356242434442248,0.04299823499027494
Lung Neoplasms,Pulmonary Veno-Occlusive Disease,0.7328457752621477,0.04351363848034921
Lung Neoplasms,Sarcoma,0.7412791271548882,0.04196800774554137
Lung Neoplasms,Cystic Fibrosis,0.6922158052132005,0.044076231349799065
Lung Neoplasms,"Rhabdomyosarcoma, Embryonal",0.1147737062796561,
Adenocarcinoma,Esophageal Neoplasms,0.6853161732444599,0.04695045742969433
Adenocarcinoma,Gastrointestinal Neoplasms,0.8695363302796126,0.03561275528093331
Adenocarcinoma,Colonic Neoplasms,0.8856694940186434,0.030307967878607567
Adenocarcinoma,"Carcinoma, Squamous Cell",0.723360333864343,0.04700215602413245
Adenocarcinoma,Acquired Immunodeficiency Syndrome,0.7149907122618332,0.04999327754067582
Melanoma,Sarcoma,0.7673659747641701,0.04757505153592515
Melanoma,Uveal Neoplasms,0.4353597215121251,
Sarcoma,"Carcinoma, Squamous Cell",0.7451886237257727,0.04285155519737828
"Carcinoma, Squamous Cell",Head and Neck Neoplasms,0.741638427526695,0.022818217180358747
"Carcinoma, Squamous Cell",Carcinoma,0.7287227676159947,0.04594671860455813
Asperger Syndrome,Autistic Disorder,0.8103726704815887,0.029019367568091727
Asperger Syndrome,Williams Syndrome,0.7316886310242714,0.041122901745630214
Asperger Syndrome,DiGeorge Syndrome,0.7700093283964944,0.03470637960949731
Asperger Syndrome,Developmental Disabilities,0.7867350010579784,0.0322268781245433
